,segment,speaker,debate,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length
4240,And I would say this. I've been waiting for 10 minutes. I will say this.,webb,d_las_vegas_2015_10_13,15.375,2,0,8,-0.11250000000000004,3,0,0,0,15,3,5.0,0.816496580927726
4241,You're over your time as of now.,cooper,d_las_vegas_2015_10_13,8.0,0,0,0,0.235,0,0,3,0,7,1,7.0,0.0
4242,"I will — well, you've let a lot of people go over their time. I would say this...",webb,d_las_vegas_2015_10_13,90.71999999999997,0,0,9,0.9525,2,1,1,1,18,2,9.0,5.0
4243,You agreed to these debate rules.,cooper,d_las_vegas_2015_10_13,6.0,1,0,1,3.0425,0,0,1,0,6,1,6.0,0.0
4244,"... to the unelected, authoritarian government of China: You do not own the South China Sea. You do not have the right to conduct cyber warfare against tens of millions of American citizens. And in a Webb administration, we will do something about that.",webb,d_las_vegas_2015_10_13,44.49621505376345,8,0,13,9.0625,1,2,2,0,44,3,14.666666666666666,2.6246692913372702
4245,"Senator Sanders, I want you to be able to respond.",cooper,d_las_vegas_2015_10_13,28.000000000000007,2,0,4,4.615,1,0,1,0,10,1,10.0,0.0
4246,Pardon me?,sanders,d_las_vegas_2015_10_13,2.0,0,0,0,-0.7275,0,0,0,0,2,1,2.0,0.0
4247,I'd like you to be able to respond and get in on this.,cooper,d_las_vegas_2015_10_13,54.88000000000004,1,0,2,1.9225,2,0,1,0,13,1,13.0,0.0
4248,"Well, I think Mr. Putin is going to regret what he is doing. I think that when he gets into that...",sanders,d_las_vegas_2015_10_13,24.695999999999998,2,0,4,1.01,5,1,0,2,21,2,10.5,2.5
4249,He doesn't seem to be the type of guy to regret a lot.,cooper,d_las_vegas_2015_10_13,54.88000000000004,1,0,3,2.1975,0,0,0,1,13,1,13.0,0.0
4250,"Well, I think he's already regretting what he did in Crimea and what he is doing in the Ukraine. I think he is really regretting the decline of his economy. And I think what he is trying to do now is save some face. But I think when Russians get killed in Syria and when he gets bogged down, I think the Russian people are going to give him a message that maybe they should come home, maybe they should start working with the United States to rectify the situation now.",sanders,d_las_vegas_2015_10_13,48.67379894079818,11,0,8,8.915000000000001,12,1,0,10,91,4,22.75,14.289419162443238
4251,"Secretary Clinton, on the campaign trail, Governor Webb has said that he would never have used military force in Libya and that the attack on the U.S. consulate in Benghazi was inevitable. Should you have seen that attack coming?",cooper,d_las_vegas_2015_10_13,56.000000000000014,8,0,14,10.2475,3,1,1,1,39,2,19.5,12.5
4252,"Well, let's remember what was going on. We had a murderous dictator, Gadhafi, who had American blood on his hands, as I'm sure you remember, threatening to massacre large numbers of the Libyan people. We had our closest allies in Europe burning up the phone lines begging us to help them try to prevent what they saw as a mass genocide, in their words. And we had the Arabs standing by our side saying, ""We want you to help us deal with Gadhafi.""",clinton,d_las_vegas_2015_10_13,91.95454545454547,15,0,2,8.587499999999999,3,7,2,5,83,4,20.75,8.898735865278843
4253,"Our response, which I think was smart power at its best, is that the United States will not lead this. We will provide essential, unique capabilities that we have, but the Europeans and the Arabs had to be first over the line. We did not put one single American soldier on the ground in Libya. And I'll say this for the Libyan people...",clinton,d_las_vegas_2015_10_13,88.22153846153847,5,0,8,6.907500000000001,5,4,0,0,63,4,15.75,5.584576975922169
4254,But American citizens did lose their lives in Benghazi.,cooper,d_las_vegas_2015_10_13,9.0,2,0,4,8.280000000000001,1,0,0,1,9,1,9.0,0.0
4255,"But let — I'll get to that. But I think it's important, since I understand Senator Webb's very strong feelings about this, to explain where we were then and to point out that I think President Obama made the right decision at the time.",clinton,d_las_vegas_2015_10_13,59.24800000000001,5,0,3,9.2525,6,3,0,0,44,2,22.0,15.0
4256,"And the Libyan people had a free election the first time since 1951. And you know what, they voted for moderates, they voted with the hope of democracy. Because of the Arab Spring, because of a lot of other things, there was turmoil to be followed.",clinton,d_las_vegas_2015_10_13,48.27272727272727,6,0,11,6.85,0,0,1,2,46,3,15.333333333333334,2.0548046676563256
4257,"But unless you believe the United States should not send diplomats to any place that is dangerous, which I do not, then when we send them forth, there is always the potential for danger and risk.",clinton,d_las_vegas_2015_10_13,90.71999999999997,2,0,0,13.81,3,1,1,0,36,1,36.0,0.0
4258,Governor O'Malley?,cooper,d_las_vegas_2015_10_13,3.0,2,0,0,23.475,0,0,0,0,2,1,2.0,0.0
4259,Can I...,webb,d_las_vegas_2015_10_13,2.0,0,0,0,-6.327500000000001,1,0,0,0,2,1,2.0,0.0
4260,[crosstalk],webb,d_las_vegas_2015_10_13,1.0,0,0,0,8.649999999999999,0,0,0,0,1,1,1.0,0.0
4261,"Anderson, I think we are learning...",o'malley,d_las_vegas_2015_10_13,6.0,2,0,3,6.1850000000000005,1,1,0,0,6,1,6.0,0.0
4262,[crosstalk],o'malley,d_las_vegas_2015_10_13,1.0,0,0,0,8.649999999999999,0,0,0,0,1,1,1.0,0.0
4263,"Anderson, I think there's lessons to be learned from Benghazi. And those lessons are that we need to do a much better job as a nation of having human intelligence on the ground so that we know who the emerging next generation leaders are that are coming up to replace a dictator when his time on this planet ends.",o'malley,d_las_vegas_2015_10_13,84.00000000000003,11,0,3,11.8675,2,2,0,1,59,2,29.5,19.5
4264,"And I believe that's what Chris Stevens was trying to do. But he did not have the tools. We have failed as a country to invest in the human intelligence that would allow us to make not only better decisions in Libya, but better decisions in Syria today.",o'malley,d_las_vegas_2015_10_13,46.37023855577047,6,0,4,7.2,6,1,0,1,48,3,16.0,10.03327796219494
4265,And it's a huge national security failing.,o'malley,d_las_vegas_2015_10_13,8.0,3,0,0,9.592500000000001,1,0,0,0,7,1,7.0,0.0
4266,"Senator Webb, I want you to be able to respond.",cooper,d_las_vegas_2015_10_13,28.000000000000007,2,0,4,3.83,1,1,1,0,10,1,10.0,0.0
4267,Thank you.,webb,d_las_vegas_2015_10_13,2.0,0,0,0,-2.2275,0,0,1,0,2,1,2.0,0.0
4268,[crosstalk],webb,d_las_vegas_2015_10_13,1.0,0,0,0,8.649999999999999,0,0,0,0,1,1,1.0,0.0
4269,Senator Webb?,cooper,d_las_vegas_2015_10_13,2.0,1,0,0,9.675,0,1,0,0,2,1,2.0,0.0
4270,This is not about Benghazi per se. To me it is the inevitability of something like Benghazi occurring in the way that we intervened in Libya. We had no treaties at risk. We had no Americans at risk. There was no threat of attack or imminent attack.,webb,d_las_vegas_2015_10_13,37.9341352278295,6,0,0,5.0425,8,3,0,0,47,5,9.4,4.923413450036469
4271,There is plenty of time for a president to come to the Congress and request authority to use military force in that situation. I called for it on the Senate floor again and again. I called for it in Senate hearings.,webb,d_las_vegas_2015_10_13,36.298165137614674,8,0,2,6.9175,7,0,0,1,41,3,13.666666666666666,6.79869268479038
4272,"It is not a wise thing to do. And if people think it was a wise thing to do, try to get to the Tripoli airport today. You can't do it.",webb,d_las_vegas_2015_10_13,28.551724137931036,0,0,12,1.1625,5,0,1,0,31,3,10.333333333333334,6.342099196813483
4273,"Secretary (sic) Webb, you served in Vietnam. You're a marine. Once a marine, always a marine. You served as a marine in Vietnam. You're a decorated war hero. You eventually became secretary of the navy.",cooper,d_las_vegas_2015_10_13,26.303392361851934,5,0,10,4.8225,2,1,5,2,35,6,5.833333333333333,1.462494064565354
4274,"During the Vietnam War, the man standing next to you, Senator Sanders, applied for status as a conscientious objector. Given his history, can he serve as a credible commander-in-chief?",cooper,d_las_vegas_2015_10_13,78.49333333333335,9,0,21,11.427499999999998,1,0,1,3,29,2,14.5,4.5
4275,"Everybody makes their decisions when the time there is conscription. And as long as they go through the legal process that our country requires, I respect that. And it would be for the voters to decide whether Senator Sanders or anyone else should be president.",webb,d_las_vegas_2015_10_13,94.50000000000003,8,0,17,8.68,3,1,0,2,45,3,15.0,3.559026084010437
4276,"I will say this, coming from the position that I've come from, from a military family, with my brother a marine, my son was a marine in Iraq, I served as a marine, spending five years in the Pentagon, I am comfortable that I am the most qualified person standing up here today to be your commander-in-chief.",webb,d_las_vegas_2015_10_13,49.04938271604938,9,0,0,21.51,11,0,2,2,57,1,57.0,0.0
4277,"Senator Sanders, tell an American soldier who is watching right now tonight in Afghanistan why you can be commander-in- chief given that you applied for conscientious objector status.",cooper,d_las_vegas_2015_10_13,219.52000000000015,7,0,3,16.105,3,0,2,0,28,1,28.0,0.0
4278,"Well, first of all, let me applaud my good friend Jim Webb for his service to this country in so many ways. [applause]",sanders,d_las_vegas_2015_10_13,23.0,2,0,6,8.094999999999999,2,2,0,1,23,2,11.5,10.5
4279,"Jim and I, under Jim's leadership, as he indicated, passed the most significant veterans education bill in recent history. We followed suit with a few years later passing, under my leadership, the most significant veterans' health care legislation in the modern history of this country. [applause]",sanders,d_las_vegas_2015_10_13,61.85200000000001,13,0,14,14.8,5,1,0,4,46,3,15.333333333333334,10.530379332620877
4280,"When I was a young man — I'm not a young man today. When I was a young man, I strongly opposed the war in Vietnam. Not the brave men like Jim who fought in that war, but the policy which got us involved in that war. That was my view then. [cheering and applause]",sanders,d_las_vegas_2015_10_13,34.71018602540835,7,0,9,4.1425,9,0,3,0,55,5,11.0,6.44980619863884
4281,"I am not a pacifist, Anderson. I supported the war in Afghanistan. I supported President Clinton's effort to deal with ethnic cleansing in Kosovo. I support air strikes in Syria and what the president is trying to do.",sanders,d_las_vegas_2015_10_13,47.320000000000014,12,0,3,6.4675,8,0,0,0,38,4,9.5,3.570714214271425
4282,"Yes, I happen to believe from the bottom of my heart that war should be the last resort that we have got to exercise diplomacy. But yes, I am prepared to take this country into war if that is necessary.",sanders,d_las_vegas_2015_10_13,56.000000000000014,5,0,3,8.05,6,1,0,1,40,2,20.0,5.0
4283,[crosstalk],sanders,d_las_vegas_2015_10_13,1.0,0,0,0,8.649999999999999,0,0,0,0,1,1,1.0,0.0
4284,"Very quickly, 30 seconds for each of you. Governor Chafee, who or what is the greatest national security threat to the United States? I want to go down the line.",cooper,d_las_vegas_2015_10_13,78.49333333333335,5,0,1,5.7175,2,0,1,0,30,3,10.0,3.559026084010437
4285,"OK. I just have to answer one thing that Senator Webb said about the Iran deal, because I'm a strong proponent of what President Obama — and he said that because of that the Iran deal that enabled Russia to come in.",chafee,d_las_vegas_2015_10_13,44.90181818181819,6,0,0,15.490000000000002,5,1,0,1,42,2,21.0,20.0
4286,"No, that's not true, Senator Webb. I respect your foreign policy chops. But Russia is aligned with Iran and with Assad and the Alawite Shias in Syria. So that Iran deal did not allow Russia to come in.",chafee,d_las_vegas_2015_10_13,60.839999999999996,8,0,10,4.5025,6,1,2,0,38,4,9.5,3.774917217635375
4287,"OK. Senator, I can give you 30 seconds to respond.",cooper,d_las_vegas_2015_10_13,9.0,3,0,4,4.745,1,0,1,0,10,2,5.0,4.0
4288,"I believe that the signal that we sent to the region when the Iran nuclear deal was concluded was that we are accepting Iran's greater position on this very important balance of power, among our greatest ally Israel, and the Sunnis represented by the Saudi regime, and Iran. It was a position of weakness and I think it encouraged the acts that we've seen in the past several weeks.",webb,d_las_vegas_2015_10_13,57.10869565217391,14,0,1,14.525,10,6,0,0,69,2,34.5,13.5
4289,"Thirty seconds for each of you. Governor Chafee, what is the greatest national security threat to the United States?",cooper,d_las_vegas_2015_10_13,101.07999999999991,5,0,0,8.665,1,0,1,0,19,2,9.5,3.5
4290,It's certainly the chaos in the Middle East. There's no doubt about it.,chafee,d_las_vegas_2015_10_13,21.000000000000007,0,0,0,2.7975,3,0,0,0,13,2,6.5,1.5
4291,OK.,cooper,d_las_vegas_2015_10_13,1.0,0,0,0,-10.9525,0,0,0,0,1,1,1.0,0.0
4292,And it all started with the Iraq invasion.,chafee,d_las_vegas_2015_10_13,8.0,2,0,3,5.125,3,0,0,0,8,1,8.0,0.0
4293,Governor O'Malley?,cooper,d_las_vegas_2015_10_13,3.0,2,0,0,23.475,0,0,0,0,2,1,2.0,0.0
4294,"I believe that nuclear Iran remains the biggest threat, along with the threat of ISIL; climate change, of course, makes cascading threats even more (inaudible).",o'malley,d_las_vegas_2015_10_13,58.33333333333334,6,0,1,13.785,4,0,0,0,25,1,25.0,0.0
