,segment,speaker,debate,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length,segment_length
5793,"President Obama has talked about fundamentally transforming this country. There's 7 billion people across the face of the globe, many of whom want to come to this country. If they come legally, great. But if they come illegally and they get amnesty, that is how we fundamentally change this country, and it really is striking.",cruz,r_cleveland_2016_08_05,49.42599388379205,8,0,3,8.645,6,1,0,3,55,4,13.75,6.977642868476432,326
5794,"A majority of the candidates on this stage have supported amnesty. I have never supported amnesty, and I led the fight against Chuck Schumer's gang of eight amnesty legislation in the Senate.",cruz,r_cleveland_2016_08_05,38.115,5,0,12,9.8575,3,0,0,0,32,2,16.0,5.0,191
5795,"Alright, gentlemen, we're gonna switch topics now and talk a bit about terror and national security.",kelly,r_cleveland_2016_08_05,80.91999999999999,5,0,6,11.067499999999999,0,1,0,0,16,1,16.0,0.0,100
5796,"Governor Christie. You've said that Senator Paul's opposition to the NSA's collection of phone records has made the United States weaker and more vulnerable, even going so far as to say that he should be called before Congress to answer for it if we should be hit by another terrorist attack.",kelly,r_cleveland_2016_08_05,116.64,8,2,2,20.9925,2,2,1,1,51,2,25.5,23.5,292
5797,Do you really believe you can assign blame to Senator Paul just for opposing the bulk collection of people's phone records in the event of a terrorist attack?,kelly,r_cleveland_2016_08_05,78.49333333333335,6,1,3,13.565000000000001,1,0,2,0,28,1,28.0,0.0,158
5798,"Yes, I do. And I'll tell you why: because I'm the only person on this stage who's actually filed applications under the Patriot Act, who has gone before the federal -- the Foreign Intelligence Service court, who has prosecuted and investigated and jailed terrorists in this country after September 11th.",christie,r_cleveland_2016_08_05,68.82909090909091,9,0,3,14.327499999999999,6,0,1,0,50,2,25.0,22.0,303
5799,"I was appointed U.S. attorney by President Bush on September 10th, 2001, and the world changed enormously the next day, and that happened in my state.",christie,r_cleveland_2016_08_05,94.64000000000007,5,1,2,12.857500000000002,3,0,0,0,26,1,26.0,0.0,150
5800,"This is not theoretical to me. I went to the funerals. We lost friends of ours in the Trade Center that day. My own wife was two blocks from the Trade Center that day, at her office, having gone through it that morning.",christie,r_cleveland_2016_08_05,64.715,2,0,2,4.55,5,4,0,2,43,4,10.75,6.339361166552983,219
5801,"When you actually have to be responsible for doing this, you can do it, and we did it, for seven years in my office, respecting civil liberties and protecting the homeland.",christie,r_cleveland_2016_08_05,67.27000000000001,8,0,0,14.4,4,1,2,0,31,1,31.0,0.0,172
5802,"And I will make no apologies, ever, for protecting the lives and the safety of the American people. We have to give more tools to our folks to be able to do that, not fewer, and then trust those people and oversee them to do it the right way. As president, that is exactly what I'll do.",christie,r_cleveland_2016_08_05,62.79466666666668,6,0,3,7.3075,4,2,0,0,57,3,19.0,9.41629792788369,286
5803,"Megyn, may I respond?  May I respond?",paul,r_cleveland_2016_08_05,7.0,2,0,6,3.385,2,0,0,0,7,2,3.5,0.5,37
5804,"Go ahead, sir.",kelly,r_cleveland_2016_08_05,3.0,0,0,0,-2.24,0,0,0,0,3,1,3.0,0.0,14
5805,"I want to collect more records from terrorists, but less records from innocent Americans. The Fourth Amendment was what we fought the Revolution over! John Adams said it was the spark that led to our war for independence, and I'm proud of standing for the Bill of Rights, and I will continue to stand for the Bill of Rights.",paul,r_cleveland_2016_08_05,49.1304347826087,9,0,3,9.282499999999999,6,2,0,0,59,3,19.666666666666668,10.96458946893235,324
5806,"And -- and, Megyn? Megyn, that's a -- that, you know, that's a completely ridiculous answer. ""I want to collect more records from terrorists, but less records from other people."" How are you supposed to know, Megyn?",christie,r_cleveland_2016_08_05,14.671900161030596,6,0,6,7.297499999999999,1,0,2,0,37,4,9.5,3.840572873934304,215
5807,Use the Fourth Amendment!,paul,r_cleveland_2016_08_05,4.0,1,0,0,4.1625000000000005,0,0,0,0,4,1,4.0,0.0,25
5808,What are you supposed to...,christie,r_cleveland_2016_08_05,5.0,1,0,3,1.67,0,0,1,0,5,1,5.0,0.0,27
5809,Use the Fourth Amendment!,paul,r_cleveland_2016_08_05,4.0,1,0,0,4.1625000000000005,0,0,0,0,4,1,4.0,0.0,25
5810,"...how are you supposed to -- no, I'll tell you how you, look...",christie,r_cleveland_2016_08_05,15.773333333333339,1,0,8,3.6925,1,0,3,0,13,2,6.5,0.5,64
5811,Get a warrant!,paul,r_cleveland_2016_08_05,3.0,1,0,0,-0.8474999999999999,0,0,0,0,3,1,3.0,0.0,14
5812,"Let me tell you something, you go...",christie,r_cleveland_2016_08_05,13.719999999999997,0,0,7,1.6925,0,0,2,0,7,1,7.0,0.0,36
5813,Get a judge to sign the warrant!,paul,r_cleveland_2016_08_05,7.0,1,0,0,0.7649999999999999,0,0,0,0,7,1,7.0,0.0,32
5814,"When you -- you know, senator...",christie,r_cleveland_2016_08_05,6.000000000000001,1,0,0,6.085,0,0,2,0,6,1,6.0,0.0,32
5815,,christie,r_cleveland_2016_08_05,0.0,0,0,0,-7.8774999999999995,0,0,0,0,0,0,,,0
5816,"Governor Christie, make your point.",kelly,r_cleveland_2016_08_05,5.0,1,1,3,8.78,0,0,2,0,5,1,5.0,0.0,35
5817,"Listen, senator, you know, when you're sitting in a subcommittee, just blowing hot air about this, you can say things like that.",christie,r_cleveland_2016_08_05,74.05999999999996,3,0,24,10.8875,1,0,3,0,22,1,22.0,0.0,128
5818,"When you're responsible for protecting the lives of the American people, then what you need to do is to make sure...",christie,r_cleveland_2016_08_05,45.17333333333334,2,0,0,9.935,1,0,2,0,21,1,21.0,0.0,116
5819,"See, here's the problem.",paul,r_cleveland_2016_08_05,5.0,1,0,0,2.775,0,0,0,2,4,1,4.0,0.0,24
5820,...is to make sure that you use the system the way it's supposed to work.,christie,r_cleveland_2016_08_05,35.84,2,0,0,4.2025,2,0,1,0,15,1,15.0,0.0,73
5821,"Here's the problem, governor. Here's the problem, governor. You fundamentally misunderstand the Bill of Rights.",paul,r_cleveland_2016_08_05,14.763157894736842,4,0,2,10.844999999999999,0,0,1,4,15,3,5.0,1.4142135623730951,111
5822,"Every time you did a case, you got a warrant from a judge. I'm talking about searches without warrants...",paul,r_cleveland_2016_08_05,37.333333333333336,4,0,10,4.4625,1,0,2,0,19,2,9.5,3.5,105
5823,There is no...,christie,r_cleveland_2016_08_05,3.0,0,0,0,-2.7199999999999998,1,0,0,0,3,1,3.0,0.0,14
5824,"...indiscriminately, of all Americans' records, and that's what I fought to end.",paul,r_cleveland_2016_08_05,13.0,2,0,0,10.6175,2,0,0,0,12,2,6.5,5.5,80
5825,"I don't trust President Obama with our records. I know you gave him a big hug, and if you want to give him a big hug again, go right ahead.",paul,r_cleveland_2016_08_05,44.84666666666666,2,0,4,4.09,3,1,2,2,30,2,15.0,7.0,139
5826,"Go ahead, governor.",kelly,r_cleveland_2016_08_05,3.0,1,0,0,7.59,0,0,0,0,3,1,3.0,0.0,19
5827,"And you know -- you know, Senator Paul? Senator Paul, you know, the hugs that I remember are the hugs that I gave to the families who lost their people on September 11th.",christie,r_cleveland_2016_08_05,13.333333333333332,2,2,4,7.2875,2,0,3,1,33,2,16.5,8.5,170
5828,"Those are the hugs I remember, and those had nothing to do -- and those had nothing to do with politics, unlike what you're doing by cutting speeches on the floor of the Senate, then putting them on the Internet within half an hour to raise money for your campaign...",christie,r_cleveland_2016_08_05,46.77021696252466,8,0,0,18.125,2,0,3,0,50,1,50.0,0.0,267
5829,Alright.,kelly,r_cleveland_2016_08_05,1.0,1,0,0,5.1975,0,0,0,0,1,1,1.0,0.0,8
5830,...and while still putting our country at risk.,christie,r_cleveland_2016_08_05,8.0,0,0,0,4.0625,0,1,0,0,8,1,8.0,0.0,47
5831,,christie,r_cleveland_2016_08_05,0.0,0,0,0,-7.8774999999999995,0,0,0,0,0,0,,,0
5832,"Alright, we've gotta cut it off there.",kelly,r_cleveland_2016_08_05,8.0,2,0,4,3.2424999999999997,1,1,0,0,7,1,7.0,0.0,38
5833,"We have plenty more we want to get to. That was an interesting exchange, thank you for that.",kelly,r_cleveland_2016_08_05,30.240000000000013,0,0,0,3.435,1,2,1,0,18,2,9.0,0.0,92
5834,"You know what, Megyn, can I...",christie,r_cleveland_2016_08_05,6.0,1,0,0,0.7424999999999999,1,0,1,0,6,1,6.0,0.0,30
5835,"Well, I want to move on, because I have -- we're gonna get to you, governor, but I -- I really wanna get to a Facebook questioner. His name is Alex Chalgren, and he has the following question:",kelly,r_cleveland_2016_08_05,63.88666666666667,5,0,3,7.692500000000001,5,2,1,2,38,2,19.0,8.0,192
5836,[video clip begins],kelly,r_cleveland_2016_08_05,3.0,1,0,3,3.0825,0,0,0,0,3,1,3.0,0.0,19
5837,"QUESTION:: My question is, how would the candidates stop the treacherous actions of ISIS -- ISIL and its growing influence in the U.S., if they were to become president?",kelly,r_cleveland_2016_08_05,50.62166666666668,6,0,0,14.135000000000002,8,1,0,1,29,1,29.0,0.0,169
5838,[video clip ends],kelly,r_cleveland_2016_08_05,3.0,0,0,3,0.41,0,0,0,0,3,1,3.0,0.0,17
5839,"Senator Cruz, I wanna talk to you about this, because many of the Facebook users and -- and -- the -- the folks on Facebook wanted the candidates to speak to ISIS tonight.",kelly,r_cleveland_2016_08_05,33.00000000000001,5,1,5,12.775,2,0,1,0,33,1,33.0,0.0,171
5840,"You asked the chairman of the joint chiefs a question: ""What would it take to destroy ISIS in 90 days?"" He told you ""IISIS will only be truly destroyed once they are rejected by the populations in which they hide."" And then you accused him of pushing Medicaid for the Iraqis.",kelly,r_cleveland_2016_08_05,87.49999999999999,8,0,5,7.605,6,0,3,4,51,3,17.0,4.242640687119285,275
5841,How would you destroy ISIS in 90 days?,kelly,r_cleveland_2016_08_05,7.0,0,0,3,1.6500000000000001,2,0,1,0,8,1,8.0,0.0,38
5842,"Megyn, we need a commander in chief that speaks the truth. We will not defeat radical Islamic terrorism so long as we have a president unwilling to utter the words, ""radical Islamic terrorism"".",cruz,r_cleveland_2016_08_05,43.56,7,0,3,10.46,3,3,0,0,33,2,16.5,5.5,193
5843,"When I asked General Dempsey, the chairman of the joint chiefs, what would be required militarily to destroy ISIS, he said there is no military solution. We need to change the conditions on the ground so that young men are not in poverty and susceptible to radicalization. That, with all due respect, is nonsense.",cruz,r_cleveland_2016_08_05,116.64,11,0,24,10.1125,5,1,1,1,54,3,18.0,8.04155872120988,313
5844,"It's the same answer the State Department gave that we need to give them jobs. What we need is a commander in chief who makes -- clear, if you join ISIS, if you wage jihad on America, then you are signing your death warrant.",cruz,r_cleveland_2016_08_05,90.34666666666668,5,0,28,8.425,6,2,5,0,44,2,22.0,7.0,224
5845,You don't see it as...  ...an ideological problem -- an ideological problem in addition to a military one?,kelly,r_cleveland_2016_08_05,30.240000000000013,4,0,3,11.9775,4,0,1,0,18,2,9.5,3.5,106
5846,"Megyn, of course it's an ideological problem, that's one of the reasons I introduce the Expatriate Terrorist Act in the Senate that said if any American travels to the Middle East and joining ISIS, that he or she forfeits their citizenship so they don't use a passport to come back and wage jihad on Americans.",cruz,r_cleveland_2016_08_05,104.65777777777781,15,0,0,21.96,7,0,0,4,55,1,55.0,0.0,310
5847,"Yes, it is ideological, and let me contrast President Obama, who at the prayer breakfast, essentially acted as an apologist. He said, ""Well, gosh, the crusades, the inquisitions--""[timer sounds]",cruz,r_cleveland_2016_08_05,126.00000000000004,9,0,1,11.9875,4,1,0,1,29,2,14.5,5.5,194
