speaker,segment,debate,n_applauses,n_crosstalks,n_opponent_mentions,n_trump_mentions,lexical_diversity,n_difficult_words,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length,segment_length
CASTRO,"There will be life after Donald Trump. But the truth is that our problems didn’t start just with Donald Trump, and we won’t solve them by embracing old ideas. We need a bold vision: universal pre-K and universal health care, unleashing millions of new jobs in the clean energy economy, a tax system that rewards people who have to work for a living.",Houston-TX,0,0,0,2,123.47999999999998,12,0.5,9.895,0,3,0,0,63,3,21.0,11.045361017187261,349
CASTRO,"But first, we have to win. And that means exciting a young, diverse coalition of Americans who are ready for a bold future. That’s what Kennedy did, it’s what Carter did, it’s what Clinton did, it’s what Barack Obama did, and it’s what I can do in this race. Get back Michigan, Wisconsin, and Pennsylvania, Florida, Georgia, and Arizona, and finally turn Texas blue and say goodbye to Donald Trump.",Houston-TX,0,0,0,1,71.12588803637396,13,7.0,8.435,1,1,0,0,70,4,17.5,7.365459931328117,398
CASTRO,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
STEPHANOPOULOS,Senator Klobuchar?,Houston-TX,0,0,1,0,2.0,1,0.0,16.25,0,0,0,0,2,1,2.0,0.0,18
KLOBUCHAR,"Good evening, Texas Southern. I believe that what unites us up here, the 10 of us, is much stronger than what divides us. And I think that’s true of our country, too.",Houston-TX,0,0,0,0,53.81600000000002,1,1.0,3.6049999999999995,2,1,0,0,32,3,10.666666666666666,6.236095644623235,166
KLOBUCHAR,"Now, I may not be the loudest person up here, but I think we've already got that in the White House.",Houston-TX,0,0,0,0,67.75999999999999,1,0.0,6.18,2,0,0,0,21,1,21.0,0.0,100
KLOBUCHAR,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
KLOBUCHAR,"Houston, we have a problem. This — we have a guy there that is literally running our country like a game show. He would rather lie than lead. I think we need something different.",Houston-TX,0,0,0,0,46.992000000000004,3,1.3333333333333333,3.78,1,4,0,1,34,4,8.5,4.924428900898052,178
KLOBUCHAR,"I am someone that tells the truth. I don’t make promises that I can’t keep. I have people’s back. And I believe that to win, you bring people with you and that is how you govern, as well.",Houston-TX,0,0,0,0,39.216,2,3.6666666666666665,2.7325,5,0,3,0,38,4,9.5,5.678908345800274,187
KLOBUCHAR,"So, you’re going to hear a lot of ideas up here. Some will be great. But if you see that some of them seem a little off-track, I’ve got a better way. If you feel stuck in the middle of the extremes in our politics and you are tired of the noise and the nonsense, you’ve got a home with me, because I don’t want to be the president for half of America. I want to be the president for all of America.",Houston-TX,0,0,0,0,62.25,4,9.6,5.307499999999999,2,1,3,0,83,5,16.6,12.877888025604198,398
KLOBUCHAR,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
STEPHANOPOULOS,Congressman Beto O'Rourke?,Houston-TX,0,0,1,0,4.0,2,0.0,14.620000000000001,0,0,0,0,3,1,3.0,0.0,26
O’ROURKE,"It’s an honor to be on this debate stage. It is wonderful to be back in Texas, in Houston, back here at TSU.",Houston-TX,0,0,0,0,37.03,2,0.5,2.96,0,0,0,0,23,2,11.5,2.5,108
O’ROURKE,"On Aug. 3, in El Paso, Texas, two things became crystal clear for me, and I think produced a turning point for this country. The first is just how dangerous Donald Trump is, the cost and the consequence of his presidency.",Houston-TX,0,0,0,1,89.60000000000001,7,6.0,8.6625,1,0,0,1,41,2,20.5,3.5,221
O’ROURKE,"A racism and violence that had long been a part of America was welcomed out into the open and directed to my hometown of El Paso, Texas, where 22 people were killed, dozens more grievously injured by a man carrying a weapon he should never have been able to buy in the first place, inspired to kill by our president.",Houston-TX,0,0,0,0,97.46800000000002,10,6.5,21.8,1,1,0,1,60,1,60.0,0.0,316
O’ROURKE,"The second is how insufficient our politics is to meet the threat that we have right now. The bitterness, the pettiness, the smallness of the moment, the incentives to attack one another and try to make differences without distinctions, mountains out of mole hills, we have to be bigger. We have to see clearly, we have to speak honestly, and we have to act decisively. That's what I want to do for you as president of the United States. Thank you.",Houston-TX,0,0,0,0,40.568324372759854,13,0.0,10.02,1,6,1,0,81,5,16.2,9.558242516278817,448
O’ROURKE,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
STEPHANOPOULOS,Senator Cory Booker?,Houston-TX,0,0,1,0,3.0,2,0.0,9.8375,0,0,0,0,3,1,3.0,0.0,20
BOOKER,"It was over 20 years ago that I was a law student and moved to inner-city Newark, New Jersey, to serve as a tenants rights lawyer to try to address the challenges in my community. And I was sobered by them — the gun violence, the substandard housing.",Houston-TX,0,0,0,0,59.24800000000001,9,1.5,9.625,3,0,0,0,48,2,24.0,11.0,250
BOOKER,"But it was my greatest mentor, a woman named Ms. Virginia Jones, who challenged me. She said, “Boy, if all you see in this neighborhood is problems, that’s all there’s ever going to be. But if you’re stubborn and defiant and can put forth a vision that can unify people, then we can make transformative change.” She was a church woman that said, “Without vision, the people will perish.”",Houston-TX,0,0,0,0,88.2175,11,7.333333333333333,7.924999999999999,1,1,1,2,69,4,17.25,3.491060010942235,387
BOOKER,"Well, that’s exactly what we did. We created extraordinary unity in our community, and we did things that other people think — thought was impossible.",Houston-TX,0,0,0,0,53.760000000000005,5,1.3333333333333333,9.860000000000001,0,4,0,0,25,2,12.5,6.5,150
BOOKER,"That’s the story of America. At our best, we unify, we find common cause and common purpose. The differences among us Democrats on the stage are not as great as the urgency for us to unite as a party, not just to beat Donald Trump, but to unite America in common cause and common purpose. That’s why I’m running for president, and that’s how I will lead this nation.",Houston-TX,0,0,0,1,51.780704286332806,8,2.5,7.3475,1,3,0,0,69,4,17.25,12.43734296383275,366
BOOKER,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
STEPHANOPOULOS,Entrepreneur Andrew Yang?,Houston-TX,0,0,1,0,3.0,2,0.0,15.094999999999999,0,0,0,0,3,1,3.0,0.0,25
YANG,"In America today, everything revolves around the almighty dollar — our schools, our hospitals, our media, even our government. It’s why we don’t trust our institutions anymore. We have to get our country working for us again, instead of the other way around. We have to see ourselves as the owners and shareholders of this democracy rather than inputs into a giant machine.",Houston-TX,0,0,0,0,82.79384615384615,10,2.0,9.2675,0,10,0,0,63,4,15.75,4.710360920354193,373
YANG,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
YANG,"When you donate money to a presidential campaign, what happens? The politician spends the money on TV ads and consultants and you hope it works out. It’s time to trust ourselves more than our politicians.",Houston-TX,0,0,0,0,68.59999999999998,7,3.25,7.199999999999999,0,2,2,0,35,3,11.666666666666666,3.0912061651652345,204
YANG,"That’s why I’m going to do something unprecedented tonight. My campaign will now give a freedom dividend of $1,000 a month for an entire year to 10 American families, someone watching this at home right now. If you believe that you can solve your own problems better than any politician, go to yang2020.com and tell us how $1,000 a month will help you do just that. This is how we will get our country working for us again, the American people.",Houston-TX,0,0,0,0,102.79294117647058,9,1.75,8.7625,1,2,4,0,81,4,20.25,8.584142356694699,444
YANG,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
STEPHANOPOULOS,Mayor Pete Buttigieg?,Houston-TX,0,0,1,0,3.0,1,0.0,6.482500000000001,0,0,0,0,3,1,3.0,0.0,21
BUTTIGIEG,"It’s original, I’ll give you that.",Houston-TX,0,0,0,0,6.0,1,3.0,5.1850000000000005,0,0,1,0,6,1,6.0,0.0,34
BUTTIGIEG,"The American people are divided and doubtful at the very moment we need to rise to some of the greatest challenges we’ve ever seen. As a mayor of an industrial city coming back from the brink, as a veteran of the war in Afghanistan, I know what’s at stake in our national leadership.",Houston-TX,0,0,0,0,71.5018181818182,8,11.5,11.477500000000001,1,2,0,0,53,2,26.5,2.5,283
BUTTIGIEG,"We keep sending politicians to Washington asking them to fight for us, but then when they get there, they seem more interested in the part about fighting than the part about us. Good politics is supposed to be not about the day-to-day fights of the politicians, but about the day-to-day lives of Americans.",Houston-TX,0,0,0,0,41.958333333333336,8,1.3333333333333333,12.092500000000001,0,1,0,2,53,2,26.5,5.5,306
BUTTIGIEG,"We just marked the anniversary of 9/11. All day today, I’ve been thinking about Sept. 12, the way it felt when for a moment we came together as a country. Imagine if we had been able to sustain that unity. Imagine what would be possible right now with ideas that are bold enough to meet the challenges of our time, but big enough, as well, that they could unify the American people. That’s what presidential leadership can do. That’s what the presidency is for. And that is why I’m asking for your vote.",Houston-TX,0,0,0,0,105.39454545454545,11,1.5714285714285714,6.135,0,4,1,1,93,7,13.285714285714286,9.406901504659617,503
BUTTIGIEG,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
STEPHANOPOULOS,Senator Kamala Harris?,Houston-TX,0,0,1,0,3.0,3,0.0,12.469999999999999,0,0,0,0,3,1,3.0,0.0,22
HARRIS,Thank you. It’s great to be back at TSU.,Houston-TX,0,0,0,0,9.0,0,0.3333333333333333,0.79,0,0,0,0,9,2,4.5,2.5,40
HARRIS,"So I plan on spending tonight talking with you about my plans to address the problems that keep you up at night. But first, I have a few words for Donald Trump, who we all know is watching.",Houston-TX,0,0,0,1,202.15999999999983,5,1.0,6.445,3,1,2,0,38,2,19.0,3.0,189
HARRIS,(LAUGHTER),Houston-TX,0,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
HARRIS,"So, President Trump, you’ve spent the last two-and-a-half years full time trying to sow hate and division among us, and that is why we’ve gotten nothing done. You have used hate, intimidation, fear, and over 12,000 lies as a way to distract from your failed policies and your broken promises. The only reason you’ve not been indicted is because there was a memo in the Department of Justice that says a sitting president cannot be charged with a crime.",Houston-TX,0,0,0,1,113.56800000000001,11,3.0,11.942499999999999,0,0,3,0,79,3,26.333333333333332,2.494438257849294,452
HARRIS,"But here’s what you don’t get: What you don’t get you is that the American people are so much better than this. And we know that the vast majority of us have so much more in common than what separates us, regardless of our race, where we live, or the party with which we’re registered to vote. And I plan on focusing on our common issues, our common hopes and desires, and in that way, unifying our country, winning this election, and turning the page for America.",Houston-TX,0,0,0,0,44.7311320754717,12,1.5,11.6725,1,6,3,0,87,4,21.75,11.453711188955307,464
HARRIS,"And now, President Trump, you can go back to watching Fox News.",Houston-TX,0,0,0,1,12.0,2,4.0,5.7575,0,0,1,0,12,1,12.0,0.0,63
HARRIS,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
STEPHANOPOULOS,Senator Bernie Sanders? Senator Sanders?,Houston-TX,0,0,2,0,5.0,1,0.0,12.58,0,0,0,0,5,2,2.5,0.5,40
SANDERS,"Let me be blunt and tell you what you don’t hear much about in Congress or in the media, and that is, it goes without saying that we must and will defeat Trump, the most dangerous president in the history of this country.",Houston-TX,0,0,0,1,64.715,4,0.0,15.384999999999998,0,1,2,0,43,1,43.0,0.0,221
SANDERS,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
SANDERS,"But we must do more. We must do more. We have got to recognize that this country is moving into an oligarchic form of society where a handful of billionaires control the economic and political life of this country. And as president, I am prepared to take them on.",Houston-TX,0,0,0,0,46.78115479115479,9,1.0,6.9075,1,3,0,0,49,4,12.25,10.497023387608508,263
SANDERS,"Yes, we will raise the minimum wage to a living wage. Yes, we will finally make sure that every American has health care as a human right, not a privilege. And, yes, we will address the catastrophic crisis of climate change and transform our energy system away from fossil fuel.",Houston-TX,0,0,0,0,52.6791089704997,10,3.75,8.760000000000002,0,4,0,0,50,3,16.666666666666668,4.0276819911981905,278
SANDERS,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
STEPHANOPOULOS,Senator Elizabeth Warren?,Houston-TX,0,0,1,0,3.0,3,0.0,19.605,0,0,0,0,3,1,3.0,0.0,25
WARREN,"So, I was born and raised in Oklahoma, but I’m sure glad to be in Texas tonight.",Houston-TX,0,0,0,0,80.91999999999999,1,2.0,5.300000000000001,1,0,0,0,17,1,17.0,0.0,80
WARREN,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
WARREN,"All three of my brothers served in military bases here in Texas. That was their ticket to the middle class. Me, I got my big opportunity about a half-mile down the road from here at the University of Houston, back when it cost $50 a semester.",Houston-TX,0,0,0,0,81.00000000000001,6,2.6666666666666665,6.945,3,0,0,1,46,3,15.333333333333334,7.717224601860151,242
WARREN,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
WARREN,"For a price that I could pay for, on a part-time waitressing job, I got to finish my four-year degree and I became a special-needs teacher. And after law school, my first big job was back here in Houston.",Houston-TX,0,0,0,0,53.23499999999999,4,6.666666666666667,7.709999999999999,5,0,0,0,39,3,13.0,5.715476066494082,204
WARREN,"By then, I had two little kids, and when child care nearly brought me down, my Aunt Bee moved in and saved us all.",Houston-TX,0,0,0,0,161.28000000000014,0,10.5,7.217499999999999,2,0,0,0,24,1,24.0,0.0,114
WARREN,"The paths to America’s middle class have gotten a lot smaller and a lot narrower. Today, service members are preyed upon by predatory lenders. Students are crushed by debt. And families cannot afford child care.",Houston-TX,0,0,0,0,68.59999999999998,9,3.8,7.4525,0,0,0,0,35,4,8.75,3.897114317029974,211
WARREN,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
WARREN,I know what’s broken. I know how to fix it. And I’m going to lead the fight to get it done.,Houston-TX,0,0,0,0,18.473,0,1.25,-0.08999999999999997,2,0,0,0,21,3,7.0,2.943920288775949,91
WARREN,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
STEPHANOPOULOS,Vice President Joe Biden.,Houston-TX,0,0,1,0,4.0,1,0.0,7.262499999999999,0,0,0,0,4,1,4.0,0.0,25
BIDEN,"You know, when President Kennedy announced the moon shot, he used a phrase that sticks with me my whole life. He said, we’re doing it because we refuse to postpone. Well, I refuse to postpone one more minute spending billions of dollars on curing cancer, Alzheimer’s, and other diseases which, if we invest in them, we can find cures.",Houston-TX,0,0,0,0,162.44666666666677,11,4.0,8.780000000000001,2,3,1,2,59,3,19.666666666666668,7.760297817881877,334
