,segment,speaker,debate,segment_length,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3
3513,"""I am concerned with the abuses of Wall Street has taken with the American taxpayers money,"" and then she asks whether you would release the transcripts of your Goldman Sachs speeches, and then added, ""Don't you think the voting public has a right to know what was said?""
",sanders,durham_2016_02_04,272,74.6977777777778,8,0,11,18.235,1,0,4,1
3514,"But, let's make that bigger. Are you willing to release the transcripts of all your paid speeches? We do know through reporting that there were transcription services for all of those paid speeches. In full disclosure, would you release all of them?
",sanders,durham_2016_02_04,250,57.524444444444434,7,0,10,6.825,1,2,4,0
3515,"I will look into it. I don't know the status, but I will certainly look into it. But, I can only repeat what is the fact that I spoke to a lot of different groups with a lot of different constituents, a lot of different kinds of members about issues that had to do with world affairs. I probably described more times than I can remember how stressful it was advising the President about going after Bin Laden.
",clinton,durham_2016_02_04,410,37.622623574144484,10,0,12,8.287500000000001,14,0,0,0
3516,"My view on this is look at my record. Look at what I am proposing, and—we have a vigorous agreement here. We both want to reign in the excesses of Wall Street. I also want to reign in the excesses of Johnson Controls that we bailed out when they were an autoparts company, and we saved the auto industry, and now they want to avoid paying taxes.
",clinton,durham_2016_02_04,346,56.353813559322035,10,0,4,6.859999999999999,8,5,0,4
3517,"I want to go after the pharmaceutical companies like Valeant, and Turns that are increasing prices without any regard to the impact on people's health. Now, if all we're going to talk about is one part of our economy, and indeed one streak in our economy, we're missing the big oil companies. We're missing other big energy companies. We're missing the big picture, and I have a record of trying to go at the problems that actually exist, and I will continue to do that.
",clinton,durham_2016_02_04,471,53.35504885993486,14,0,32,9.9325,9,6,0,1
3518,"TODD: Senator, you sound like you want to respond. Go ahead.
",clinton,durham_2016_02_04,61,33.879999999999995,2,0,3,6.06,0,0,2,0
3519,"Yeah, I do. I agree with much of what the Secretary said, but, madam Secretary, it is not one streak. Wall Street is an entity of unbelievable economic and political power. That's a fact.
",sanders,durham_2016_02_04,188,85.74999999999997,5,0,1,6.1274999999999995,5,0,0,0
3520,"And, I want to say something, and it may sound harsh, not to you, but to the American people. In a sense, in my view, the business model of Wall Street is fraud. It's fraud. I believe that corruption is rampant, and the fact that major bank after major bank has reached multi billion dollar settlements with the United States government when we have a weak regulator system tells me that not only did we have to bail them out once, if we don't start breaking them up, we're going to have to bail them out again, and I do not want to see that happen...
",sanders,durham_2016_02_04,552,83.84615384615385,9,0,4,12.8975,11,5,1,0
3521,"... Well, Senator, no one wants to see that happen. I mean, look, I care deeply about this because just like you I have met so many people who had their life savings wiped out, who lost their homes, who are barely back with their heads above water.
",clinton,durham_2016_02_04,249,103.0866666666667,1,0,12,8.7775,3,1,1,4
3522,"This was a disaster for our country, and we can never let that happen again. We have no disagreement about this. But, I think it's a broader target list than just Wall Street, and I believe that we have to be very focused on how we try to take back the power and increase the empowerment of the American people. And, I think I have that kind of experience, maybe because they've beat me up for so many years, and I know exactly how to handle them because I've been in the arena with them time and time again.
",clinton,durham_2016_02_04,509,62.82708614968662,10,0,6,9.542499999999999,9,5,0,1
3523,"Senator Sanders, let me turn to, I think, where this direction is heading anyway, which is the broader issue of big business and power in our political system. You on the campaign trail have railed against big name American corporations like Boeing, and General Electric, and Wal Mart. But, some big businesses in this country have also been part of advancing progressive goals like that nationwide initiative to expand employment opportunities for veterans. That was all about cooperation between the Obama administration and some very big business. The Affordable Care Act, some of the thorniest problems in that bill were worked out in cooperation with big business in order to accomplish progressive goals.
",maddow,durham_2016_02_04,711,104.78779069767441,25,0,23,13.592500000000001,10,2,1,1
3524,"Could you work with them, or have you made enemies of big business in this country with the way you've approached them in this campaign?
",maddow,durham_2016_02_04,137,31.546666666666678,3,0,2,10.51,2,0,3,0
3525,"Of course I can work with them, but let's be clear. When I talked about Boeing and I talked about General Electric, what I was referring to is an outrage. I suspect the secretary agrees request me.
",sanders,durham_2016_02_04,198,67.38666666666666,6,0,7,5.8225,6,0,0,0
3526,"Right now you have a loophole such that these guys are putting their profits, multi-billion dollar profitable corporations putting billions of dollars into the Cayman Islands, Bermuda, and other tax havens.
",sanders,durham_2016_02_04,207,269.08000000000027,11,0,0,16.0975,2,0,1,1
3527,"And in a given year, Rachel, after making billions of dollars in profit, do you know how much they're paying in taxes to the United States government in a given year? Zero. Now explain to me how that makes any sense at all.
",sanders,durham_2016_02_04,224,67.76000000000002,6,0,19,8.0575,4,0,1,1
3528,"So what I have said with regard to Boeing and GE and other multinationals that pay zero taxes, you know what we're going to do? We're going to end that loophole. They are going to pay their fair share of taxes.
",sanders,durham_2016_02_04,211,38.86538461538461,6,0,24,5.5,1,2,1,2
3529,"We're going to use that money to rebuild our infrastructure and create up to 13 million jobs.
",sanders,durham_2016_02_04,94,40.459999999999994,2,0,2,8.725,1,2,0,0
3530,"Can I work with corporations? Are there good corporations doing incredible cutting edge research and development? Absolutely they are. And we should be proud of them.
",sanders,durham_2016_02_04,167,63.09333333333332,6,0,2,8.4525,2,1,0,1
3531,"But on the other hand, there are many corporations who have turned their backs on the American worker, who have said, if I can make another nickel in profit by going to China and shutting down in the United States of America, that's what I will do.
",sanders,durham_2016_02_04,249,92.16,3,0,0,17.314999999999998,5,0,0,1
3532,"I will do my best to transform our trade policy and take on these corporations who want to invest in low-income countries around the world rather than in the United States of America. [applause]
",sanders,durham_2016_02_04,195,107.89333333333332,6,0,0,14.607500000000002,6,1,0,0
3533,"Senator Sanders, thank you.
",maddow,durham_2016_02_04,28,4.0,1,0,3,8.862499999999999,0,0,1,0
3534,"And with that, we're going to take a break.
",maddow,durham_2016_02_04,44,10.0,0,0,6,2.1575,0,1,0,0
3535,"TODD: We'll be right back. And we're going to get to trade and a lot of other issues. [applause]
",maddow,durham_2016_02_04,97,41.15999999999999,2,0,3,2.9825,1,2,0,0
3536,"[commercial break]
",maddow,durham_2016_02_04,19,2.0,1,0,0,16.849999999999998,0,0,0,0
3537,"Welcome back—welcome back to the Democratic candidates' debate. We're going to be talking about America in the world, both in terms of some trade issues, but also national security.
",maddow,durham_2016_02_04,182,84.00000000000003,7,0,2,10.9825,3,3,0,0
3538,"And Secretary Clinton, we're going to start with you. There are more than 4,000 American troops back in Iraq right now as part of the fight against ISIS. It has been 15 straight years of wars and multiple deployments for America's military families, who have borne such a disproportionate burden.
",maddow,durham_2016_02_04,297,349.9999999999998,9,0,6,10.06,4,1,1,0
3539,"Is President Obama right to keep escalating the number of U.S. troops that's fighting ISIS right now?
",maddow,durham_2016_02_04,102,50.54000000000001,4,0,0,10.3725,2,0,0,0
3540,"Well, I think what the president understands, and what he's trying to do, is that we have to support the Arab and Kurdish fighters on the ground who are actually doing the fighting.
",clinton,durham_2016_02_04,182,53.94666666666666,9,0,3,13.9775,2,2,0,1
3541,"I agree with the president. I've said myself, we will not send American combat troops back to either Syria or Iraq—that is off the table.
",clinton,durham_2016_02_04,138,94.64000000000007,3,0,3,6.2125,6,1,0,0
3542,"But we do have special forces, we do have trainers, we do have the military personnel who are helping with the airstrikes that the United States is leading so that we can try to take out ISIS infrastructure, take out their leadership.
",clinton,durham_2016_02_04,235,33.73228346456693,8,0,0,16.9575,3,4,0,2
3543,"And I think that, given the threat that ISIS poses to the region and beyond, as we have sadly seen in our own country, it is important to keep the Iraqi army on a path where they can actually take back territory, to work with the Sunni tribes in Anbar province and elsewhere so that their fighters can be also deployed, to work with the Kurds to provide them the support, but they're doing the fighting. We're doing the support and enabling.
",clinton,durham_2016_02_04,442,64.49180327868852,16,0,4,15.3275,8,3,0,3
3544,"And I also think we've got to do more to stop foreign fighters, foreign funding and take ISIS on online, as well as doing everything necessary to keep us safe at home.
",clinton,durham_2016_02_04,168,60.984000000000016,6,0,3,12.0975,2,2,0,0
3545,"So as I look at what the president it doing, it adds up to me. We just have to keep—try to get more support for those people on the ground in Syria and Iraq who have to actually physically take the territory back.
",clinton,durham_2016_02_04,214,73.96000000000002,7,0,12,8.8325,5,1,0,0
3546,"To be clear, to the specific question, if that strategic goal that you're describing requires considerably more of Americans—an ever-increasing number of Americans in Iraq and maybe in Syria, are you OK with the numbers increasing?
",maddow,durham_2016_02_04,232,63.88666666666667,9,0,0,18.7175,6,0,2,0
